Price,Built_Year,Apt_Type,Heating,Cooling,Parking,Address,Bedrooms,Bath_Spaces,Area,Zestimate,zip_code,city
1195000,1989,Single Family,Forced air,None,2 spaces,"116 Mountain Rd,  South San Francisco, CA 94080",3,3,1580,1304120,94080,South San Francisco
1188000,1955,Single Family,Forced air,None,Attached Garage,"617 Joaquin Dr,  South San Francisco, CA 94080",3,2,1540,1264270,94080,South San Francisco
928000,1944,Single Family,Forced air,None,Attached Garage,"224 Village Way,  South San Francisco, CA 94080",3,2,1699,1034580,94080,South San Francisco
1095000,1955,Single Family,Forced air,None,Attached Garage,"376 Avalon Dr,  South San Francisco, CA 94080",4,2,1650,1237270,94080,South San Francisco
888000,1944,Single Family,Forced air,None,1 space,"742 W Orange Ave,  South San Francisco, CA 94080",2,1,1000,968716,94080,South San Francisco
788888,1979,Condo,Other,None,1 space,"1 Appian Way UNIT 704-6,  South San Francisco, CA 94080",3,2,1473,675522,94080,South San Francisco
599000,1979,Condo,None,Other,1 space,"3550 Carter Dr APT 41,  South San Francisco, CA 94080",2,2,877,662776,94080,South San Francisco
1550000,1993,Single Family,Forced air,None,6 spaces,"123 Lucca Dr,  South San Francisco, CA 94080",5,3,2680,1610858,94080,South San Francisco
1500000,2004,Single Family,Forced air,Central,Attached Garage,"28 Mandalay Pl,  South San Francisco, CA 94080",4,2.5,2500,1559199,94080,South San Francisco
950000,1944,Single Family,Forced air,None,1 space,"618 Mayfair Ave,  South San Francisco, CA 94080",3,1,1000,1038202,94080,South San Francisco
159000,1972,Mobile / Manufactured,None,None,No Data,"1700 El Camino Real SPC 18-1,  South San Francisco, CA 94080",2,1,600,170336,94080,South San Francisco
799000,1979,Condo,Forced air,Central,Attached Garage,"766 Stonegate Dr,  South San Francisco, CA 94080",2,1.5,1080,873400,94080,South San Francisco
1399000,1953,Single Family,Forced air,None,Attached Garage,"267 Dundee Dr,  South San Francisco, CA 94080",5,3,2180,1439501,94080,South San Francisco
700000,1980,Condo,Other,None,1 space,"1107 Mission Rd APT 209,  South San Francisco, CA 94080",2,2,911,748431,94080,South San Francisco
1212666,1953,Single Family,Other,Other,Attached Garage,"107 Manzanita Ave,  South San Francisco, CA 94080",4,2,1840,1212666,94080,South San Francisco
1250000,1971,Single Family,Forced air,None,Attached Garage,"3807 Crofton Way,  South San Francisco, CA 94080",3,2,1562,1243357,94080,South San Francisco
1236135,2003,Single Family,Other,Other,Attached Garage,"7222 Shannon Park Ct,  South San Francisco, CA 94080",4,2,1920,1236135,94080,South San Francisco
414218,1979,Condo,None,Other,Carport,"1 Appian Way UNIT 704-7,  South San Francisco, CA 94080",3,1,499,414218,94080,South San Francisco
1085644,1947,Single Family,Other,Other,1 space,"218 Del Monte Ave,  South San Francisco, CA 94080",3,1,1260,1085644,94080,South San Francisco
991768,1941,Single Family,Forced air,Other,1 space,"112 Belmont Ave,  South San Francisco, CA 94080",3,2,1300,991768,94080,South San Francisco
1240373,1962,Single Family,Other,Other,Attached Garage,"2535 Ardee Ln,  South San Francisco, CA 94080",4,3,1660,1240373,94080,South San Francisco
1291316,1969,Single Family,Forced air,None,Attached Garage,"2370 Bourbon Ct,  South San Francisco, CA 94080",4,3,1750,1291316,94080,South San Francisco
1280706,1960,Single Family,Other,Other,Attached Garage,"345 Ponderosa Rd,  South San Francisco, CA 94080",3,2,1810,1280706,94080,South San Francisco
1172204,1954,Single Family,Other,Other,Attached Garage,"487 Alhambra Rd,  South San Francisco, CA 94080",3,1,1160,1172204,94080,South San Francisco
1248127,2000,Single Family,Other,Other,Attached Garage,"131 Cymbidium Cir,  South San Francisco, CA 94080",3,2.5,1610,1248127,94080,South San Francisco
1528753,2004,Single Family,Other,Other,Attached Garage,"57 Mandalay Pl,  South San Francisco, CA 94080",3,3.5,2490,1528753,94080,South San Francisco
827904,1971,Condo,Other,Other,Attached Garage,"3757 Fairfax Way # 124A,  South San Francisco, CA 94080",3,1.5,1115,827904,94080,South San Francisco
726355,1987,Condo,None,Other,Attached Garage,"930 Mission Rd UNIT 27,  South San Francisco, CA 94080",2,3,1046,726355,94080,South San Francisco
1071106,1951,Single Family,Other,Other,Attached Garage,"234 Alta Mesa Dr,  South San Francisco, CA 94080",3,1,980,1071106,94080,South San Francisco
1059355,1944,Single Family,None,Other,Detached Garage,"119 Sycamore Ave,  South San Francisco, CA 94080",3,1,1000,1059355,94080,South San Francisco
715547,1987,Condo,None,Other,Attached Garage,"930 Mission Rd UNIT 44,  South San Francisco, CA 94080",2,2,1060,715547,94080,South San Francisco
1210544,1956,Single Family,Other,Other,Attached Garage,"303 Alta Mesa Dr,  South San Francisco, CA 94080",3,2,1720,1210544,94080,South San Francisco
822340,1971,Condo,Forced air,Central,"On street, Attached Garage","2444 Rowntree Way # 22A,  South San Francisco, CA 94080",3,1.5,1115,822340,94080,South San Francisco
1249000,2003,Single Family,Forced air,Central,2 spaces,"1302 Fleming Ave,  San Jose, CA 95127",4,3,2378,1333512,95127,San Jose
649900,1972,Condo,Forced air,Central,1 space,"6025 Montgomery Cor,  San Jose, CA 95135",3,2,1700,771324,95135,San Jose
1098000,1973,Single Family,Forced air,None,2 spaces,"7067 Via Blanca,  San Jose, CA 95139",4,2,1858,1107429,95139,San Jose
1800000,1941,Single Family,Forced air,Central,2 spaces,"1789 Topeka Ave,  San Jose, CA 95126",3,2,2074,1604570,95126,San Jose
299900,1988,Mobile / Manufactured,Forced air,Central,Carport,"2151 Oakland Rd SPACE 562,  San Jose, CA 95131",3,2,1344,268507,95131,San Jose
1300000,1968,Single Family,Forced air,Central,2 spaces,"3279 Trebol Ln,  San Jose, CA 95148",4,3,2019,1087550,95148,San Jose
800000,1969,Single Family,Forced air,Other,2 spaces,"6253 Bothell Cir,  San Jose, CA 95123",2,1,962,796910,95123,San Jose
600000,1981,Condo,Forced air,Central,2 spaces,"1801 Braddock Ct,  San Jose, CA 95125",1,1,841,604597,95125,San Jose
1099000,1964,Single Family,Forced air,None,2 spaces,"382 Mat Ave,  San Jose, CA 95123",5,3,2193,1117356,95123,San Jose
2299000,1967,Single Family,Other,None,2 spaces,"5555 Oakhurst Ct,  San Jose, CA 95129",5,3,2398,2504040,95129,San Jose
649777,1989,Condo,Forced air,Central,2 spaces,"2523 Alveswood Cir,  San Jose, CA 95131",2,2,1040,632947,95131,San Jose
510666,1970,Condo,Other,Other,1 space,"761 Warring Dr APT 2,  San Jose, CA 95123",2,1,903,510666,95123,San Jose
549546,1984,Condo,Other,Other,2 spaces,"5482 Colony Field Dr,  San Jose, CA 95123",2,1,919,549546,95123,San Jose
749999,1960,Single Family,Forced air,Central,1 space,"133 Azucar Ave,  San Jose, CA 95111",3,2,1472,789424,95111,San Jose
469000,1988,Condo,Other,Other,1 space,"1014 Yarwood Ct,  San Jose, CA 95128",1,1,658,583135,95128,San Jose
499000,1971,Townhouse,Other,None,1 space,"3266 Column Ct,  San Jose, CA 95111",3,2,1197,562816,95111,San Jose
1148000,2014,Condo,Forced air,Central,1 space,"1053 Dewberry Pl UNIT 401,  San Jose, CA 95131",2,3,1661,1110740,95131,San Jose
995000,1976,Townhouse,Forced air,Central,2 spaces,"6563 Boston Post Ct,  San Jose, CA 95120",3,2,1354,976611,95120,San Jose
1499000,1961,Single Family,Forced air,Central,2 spaces,"1733 Lorenzen Dr,  San Jose, CA 95124",4,3,2185,1526243,95124,San Jose
1098000,1974,Single Family,Forced air,Central,2 spaces,"2629 Flagstone Dr,  San Jose, CA 95132",3,2,1805,1226110,95132,San Jose
779000,1981,Townhouse,Forced air,Central,2 spaces,"4908 Paseo Tranquillo,  San Jose, CA 95118",3,2,1395,890528,95118,San Jose
1449000,1938,Single Family,Forced air,Central,1 space,"2221 Coastland Ave,  San Jose, CA 95125",3,3,1942,1366737,95125,San Jose
1599000,1958,Single Family,Forced air,Central,2 spaces,"5067 Tiberan Way,  San Jose, CA 95130",4,2,1911,1667932,95130,San Jose
1328000,1986,Single Family,Forced air,Central,2 spaces,"3022 Sunny Meadow Pl,  San Jose, CA 95135",4,3,2229,1369833,95135,San Jose
1148000,2014,Condo,Forced air,Central,2 spaces,"1057 Sierra Rd,  San Jose, CA 95131",4,4,1851,1187955,95131,San Jose
1148888,1971,Single Family,Forced air,Central,2 spaces,"1440 Revere Ave,  San Jose, CA 95118",4,2,1408,1153330,95118,San Jose
1298000,1926,Single Family,Forced air,Central,1 space,"1158 Hanchett Ave,  San Jose, CA 95126",3,2,1550,1303819,95126,San Jose
2688000,1997,Single Family,Forced air,Central,3 spaces,"5487 Vicenza Way,  San Jose, CA 95138",3,3,3476,2172575,95138,San Jose
430000,1984,Condo,Forced air,Other,1 space,"295 Stonegate Cir,  San Jose, CA 95110",1,1,704,457439,95110,San Jose
1550000,1973,Single Family,Forced air,None,3 spaces,"1587 Canyon View Dr,  San Jose, CA 95132",3,3,2217,1334108,95132,San Jose
1299000,1972,Single Family,Forced air,Other,2 spaces,"6192 Calle Del Conejo,  San Jose, CA 95120",6,4,2594,1675757,95120,San Jose
1999888,1959,Single Family,Forced air,Central,2 spaces,"5195 Shady Ave,  San Jose, CA 95129",5,4,2540,2332479,95129,San Jose
624888,1992,Condo,Forced air,Central,No Data,"951 S 12th St APT 312,  San Jose, CA 95112",2,2,1206,659799,95112,San Jose
775000,1989,Townhouse,Forced air,Central,1 space,"4876 Speak Ln,  San Jose, CA 95118",2,3,1155,821517,95118,San Jose
1499000,1990,Single Family,Forced air,Central,1 space,"1194 N Monroe St,  San Jose, CA 95128",4,3,2342,1657998,95128,San Jose
1598000,1930,Single Family,Forced air,Central,Attached Garage,"173 Gambier St,  San Francisco, CA 94134",3,3,1970,1195070,94134,San Francisco
1899000,1992,Condo,Forced air,Central,No Data,"430 Masonic Ave # 201,  San Francisco, CA 94118",4,2,1984,2081364,94118,San Francisco
4998000,1936,Multi Family,Forced air,Central,1 space,"815 Marina Blvd,  San Francisco, CA 94123",3,3,3230,4958456,94123,San Francisco
799500,1993,Condo,None,Other,Attached Garage,"1483 Sutter St UNIT 1502,  San Francisco, CA 94109",1,1,650,766091,94109,San Francisco
999000,1951,Single Family,None,Other,Attached Garage,"108 Lapham Way,  San Francisco, CA 94112",3,2,1278,1200374,94112,San Francisco
1875000,2015,Condo,Forced air,Central,Attached Garage,"72 Townsend St # 807,  San Francisco, CA 94107",2,2,1219,1760600,94107,San Francisco
798000,1970,Condo,None,Other,2 spaces,"946 Stockton St APT 11C,  San Francisco, CA 94108",2,1.5,690,794395,94108,San Francisco
1575000,1958,Single Family,Forced air,Central,Attached Garage,"192 Marview Way,  San Francisco, CA 94131",3,2,1100,1524780,94131,San Francisco
579888,2016,Condo,Forced air,None,1 space,"555 Innes Ave # 307,  San Francisco, CA 94124",1,1,611,647310,94124,San Francisco
1288000,2004,Condo,Forced air,Central,Attached Garage,"355 1st St UNIT S709,  San Francisco, CA 94105",2,2,995,1212330,94105,San Francisco
1995000,1995,Condo,Forced air,Other,2 spaces,"38 Lusk St APT 1,  San Francisco, CA 94107",2,2,2150,1909111,94107,San Francisco
975000,2013,Condo,None,Other,Attached Garage,"2299 Market St APT 302,  San Francisco, CA 94114",1,1,711,952999,94114,San Francisco
1695000,2008,Condo,Forced air,Other,Attached Garage,"2405 Folsom St APT 4,  San Francisco, CA 94110",3,4,1844,1966273,94110,San Francisco
1425000,2018,Condo,None,Other,1 space,"1000 3rd St UNIT 813,  San Francisco, CA 94158",2,2,1004,1222927,94158,San Francisco
998000,1975,Condo,Forced air,Central,Attached Garage,"257 N Lake Merced Hls,  San Francisco, CA 94132",3,2.5,1904,1266614,94132,San Francisco
1795000,1922,Single Family,Forced air,Central,1 space,"563 Andover St,  San Francisco, CA 94110",3,2,2100,1842797,94110,San Francisco
1359000,1932,Single Family,Forced air,Central,Attached Garage,"1343 Palou Ave,  San Francisco, CA 94124",4,3,2112,1537064,94124,San Francisco
599900,1920,Condo,Other,None,No Data,"83 Mcallister St APT 501,  San Francisco, CA 94102",2,1,582,623932,94102,San Francisco
1188000,2012,Condo,None,Other,No Data,"480 Mission Bay Blvd N UNIT 715,  San Francisco, CA 94158",1,1,731,954824,94158,San Francisco
2700000,1918,Single Family,None,Other,No Data,"2121 Mason St,  San Francisco, CA 94133",3,1,2377,2855037,94133,San Francisco
1099000,1915,Condo,None,Other,Detached Garage,"2550 Gough St APT 2,  San Francisco, CA 94123",1,1,1009,1197022,94123,San Francisco
2160000,1960,Single Family,Forced air,Central,Attached Garage,"349 Winding Way,  San Francisco, CA 94112",9,7,4229,1621675,94112,San Francisco
850000,2002,Condo,Other,None,Attached Garage,"140 S Van Ness Ave UNIT 405,  San Francisco, CA 94103",1,2,830,869292,94103,San Francisco
4000000,1908,Single Family,None,Other,Attached Garage,"473 Fair Oaks St,  San Francisco, CA 94110",5,5,3400,4518028,94110,San Francisco
749000,1907,Single Family,None,Other,No Data,"244 Miramar Ave,  San Francisco, CA 94112",1,1,753,755206,94112,San Francisco
1659000,1953,Single Family,Forced air,None,No Data,"15 Cityview Way,  San Francisco, CA 94131",2,2,1512,1582426,94131,San Francisco
3250000,1913,Multi Family,None,Other,No Data,"225-229 Cortland Ave,  San Francisco, CA 94110",7,4,4800,3664842,94110,San Francisco
5495000,1915,Single Family,Forced air,Central,Attached Garage,"32-34 Ord St,  San Francisco, CA 94114",5,6.5,4035,5164657,94114,San Francisco
698000,1992,Condo,Forced air,Central,No Data,"27 Bowman Ct,  San Francisco, CA 94124",2,2,1219,825501,94124,San Francisco
1434000,2020,Condo,Forced air,Central,No Data,"3620 Cesar Chavez # 301,  San Francisco, CA 94110",2,2,1144,1819690,94110,San Francisco
3195000,1904,Single Family,Other,None,1 space,"4376 17th St,  San Francisco, CA 94114",3,3.5,3090,3631715,94114,San Francisco
3695000,2014,Single Family,None,Other,2 spaces,"4443 19th St,  San Francisco, CA 94114",4,3.5,2250,3921370,94114,San Francisco
1995000,1920,Multi Family,Forced air,Central,No Data,"237 Liberty St,  San Francisco, CA 94114",3,2,1900,2591136,94114,San Francisco
480000,1970,Townhouse,Forced air,Other,2 spaces,"27443 Ponderosa Ct,  Hayward, CA 94545",2,1.5,988,436304,94545,Hayward
638000,2008,Townhouse,Forced air,Central,2 spaces,"22626 Amador St UNIT 2,  Hayward, CA 94541",3,3,1468,651729,94541,Hayward
749900,1955,Single Family,Forced air,Central,2 spaces,"30865 Brae Burn Ave,  Hayward, CA 94544",3,2,1454,708807,94544,Hayward
499950,1989,Townhouse,Forced air,Other,2 spaces,"1389 C St APT 2,  Hayward, CA 94541",3,2,1350,550118,94541,Hayward
688000,2009,Townhouse,Forced air,Central,Attached Garage,"535 Ravenna Way,  Hayward, CA 94545",3,3,1349,645611,94545,Hayward
688000,1950,Single Family,Forced air,None,2 spaces,"379 Burke Dr,  Hayward, CA 94544",4,2,1188,687262,94544,Hayward
669500,1956,Single Family,Other,Other,2 spaces,"2052 Sleepy Hollow Ave,  Hayward, CA 94545",3,2,1128,665956,94545,Hayward
649900,1950,Single Family,Other,Central,1 space,"25456 Muir St,  Hayward, CA 94544",3,1,1342,647955,94544,Hayward
649000,1952,Single Family,Other,None,1 space,"26715 Gading Rd,  Hayward, CA 94544",3,1,1034,698843,94544,Hayward
679000,1958,Single Family,Forced air,None,1 space,"612 Lindhurst Ln,  Hayward, CA 94544",3,2,1328,738277,94544,Hayward
699900,1958,Single Family,Forced air,Other,2 spaces,"24624 Santa Clara St,  Hayward, CA 94544",3,2,1176,724602,94544,Hayward
599000,1948,Single Family,Forced air,None,2 spaces,"411 Lupine Way,  Hayward, CA 94541",3,2,1293,647077,94541,Hayward
648965,1951,Single Family,None,Other,Detached Garage,"962 Leonardo Way,  Hayward, CA 94541",3,1,1070,648965,94541,Hayward
830000,1972,Single Family,Forced air,Central,2 spaces,"3600 Siskiyou Ct,  Hayward, CA 94542",3,2,1693,879011,94542,Hayward
599000,1950,Single Family,Other,Central,1 space,"2850 Romagnolo St,  Hayward, CA 94541",3,1,1062,664194,94541,Hayward
599950,1983,Townhouse,Forced air,Central,2 spaces,"3206 Jose Ct,  Hayward, CA 94542",2,3,1634,612263,94542,Hayward
1968000,2016,Single Family,Forced air,Central,3 spaces,"57 Country Club Dr,  Hayward, CA 94542",5,5,4044,2000644,94542,Hayward
700000,1945,Single Family,Forced air,None,2 spaces,"968 Folsom Ave,  Hayward, CA 94544",2,2,1240,756212,94544,Hayward
738000,2016,Townhouse,Forced air,None,2 spaces,"23881 Eden Ave,  Hayward, CA 94545",3,3,1546,753321,94545,Hayward
619000,1997,Townhouse,Forced air,Central,2 spaces,"614 Atherton Pl,  Hayward, CA 94541",3,3,1224,633225,94541,Hayward
665000,1952,Single Family,Forced air,Other,Attached Garage,"25997 Regal Ave,  Hayward, CA 94544",4,2,1795,719640,94544,Hayward
659000,1955,Single Family,Other,None,2 spaces,"27625 Orlando Ave,  Hayward, CA 94545",3,2,1500,716314,94545,Hayward
599000,1951,Single Family,Forced air,Central,2 spaces,"580 Sequoia Rd,  Hayward, CA 94541",3,1,1025,636734,94541,Hayward
595000,2003,Townhouse,Forced air,Central,2 spaces,"650 Kingsford Way,  Hayward, CA 94541",3,3,1381,606927,94541,Hayward
688000,1972,Townhouse,Forced air,Central,Carport,"2127 Oak Creek Pl,  Hayward, CA 94541",3,3,1598,704354,94541,Hayward
708888,2011,Condo,Forced air,Central,2 spaces,"253 Sullivan Way,  Hayward, CA 94541",3,3,1726,723796,94541,Hayward
719000,2020,Condo,Forced air,Central,2 spaces,"26635 Mission Blvd,  Hayward, CA 94544",3,3,1823,750882,94544,Hayward
770000,2018,Single Family,Forced air,Central,2 spaces,"3322 Speros Loop,  Hayward, CA 94544",3,3,1938,786117,94544,Hayward
759000,2020,Condo,Forced air,Central,2 spaces,"26641 Mission Blvd,  Hayward, CA 94544",4,4,2074,791058,94544,Hayward
2241888,1970,Single Family,Forced air,Central,2 spaces,"46102 Klamath St,  Fremont, CA 94539",4,3,2200,2076849,94539,Fremont
1180000,1989,Single Family,Forced air,Central,Attached Garage,"5433 Sunstar Cmn,  Fremont, CA 94555",4,3,1600,1238359,94555,Fremont
1149888,1962,Single Family,Forced air,Other,Attached Garage,"4660 Drury Ct,  Fremont, CA 94538",4,2,2214,1307782,94538,Fremont
2241888,1970,Single Family,Other,Central,2 spaces,"601 Laurel Glen Ter,  Fremont, CA 94539",4,3,2200,1811997,94539,Fremont
988888,1962,Single Family,Forced air,Central,Attached Garage,"4762 Griffith Ave,  Fremont, CA 94538",4,2,1556,1084217,94538,Fremont
1049888,1963,Single Family,Forced air,Central,2 spaces,"38779 Farwell Dr,  Fremont, CA 94536",3,2,1507,1048493,94536,Fremont
629000,1923,Single Family,Other,Other,2 spaces,"361 Riverside Ave,  Fremont, CA 94536",2,1,760,571644,94536,Fremont
1388000,1986,Single Family,None,Other,Attached Garage,"37847 Tacchella Way,  Fremont, CA 94536",4,3,2278,1410248,94536,Fremont
1349000,1993,Single Family,None,Central,2 spaces,"3691 Wyndham Dr,  Fremont, CA 94536",4,3,1638,1212659,94536,Fremont
1250000,1973,Single Family,Forced air,Central,2 spaces,"3377 Grand Lake Dr,  Fremont, CA 94555",3,3,2429,1111270,94555,Fremont
1295000,1970,Single Family,Forced air,Other,2 spaces,"35598 Dante Pl,  Fremont, CA 94536",3,2,1688,1214808,94536,Fremont
468000,1987,Condo,Forced air,Other,1 space,"39029 Guardino Dr APT 216,  Fremont, CA 94538",1,1,693,453009,94538,Fremont
1698000,1945,Single Family,Forced air,Central,Attached Garage,"41437 Denise St,  Fremont, CA 94539",5,3,1990,1573177,94539,Fremont
999888,1967,Single Family,Forced air,None,Attached Garage,"35462 Ronda Ct,  Fremont, CA 94536",3,2,1612,1209477,94536,Fremont
1228000,1986,Single Family,Forced air,Central,2 spaces,"2499 Bishop Ave,  Fremont, CA 94536",4,2,1766,1294992,94536,Fremont
2558000,2020,Single Family,Forced air,Central,3 spaces,"171 Cavalo Ct,  Fremont, CA 94539",5,5,3472,2633668,94539,Fremont
1248000,1992,Single Family,Forced air,Central,2 spaces,"34327 Eucalyptus Ter,  Fremont, CA 94555",3,3,1593,1279400,94555,Fremont
142500,2000,Mobile / Manufactured,Forced air,None,Carport,"304 Winnipeg Grn,  Fremont, CA 94538",2,2,960,147891,94538,Fremont
1050000,1971,Single Family,Forced air,Central,2 spaces,"35465 Collier Pl,  Fremont, CA 94536",4,2,1830,1112002,94536,Fremont
899999,1971,Townhouse,Forced air,Other,Carport,"141 Via Aragon,  Fremont, CA 94539",3,2,1242,925311,94539,Fremont
1298000,1949,Single Family,Forced air,Central,Attached Garage,"4128 Thornton Ave,  Fremont, CA 94536",3,4,2141,1307906,94536,Fremont
1199000,1973,Single Family,Forced air,Central,2 spaces,"36510 Alder Ct,  Fremont, CA 94536",3,2,1480,1133302,94536,Fremont
2178000,2020,Single Family,Forced air,Other,2 spaces,"476 Silva Farm Cmn,  Fremont, CA 94539",4,4,2747,1950278,94539,Fremont
849800,1955,Single Family,None,Other,Detached Garage,"4303 Cahill St,  Fremont, CA 94538",3,2,1201,830552,94538,Fremont
189999,1981,Mobile / Manufactured,None,Other,No Data,"4141 Deep Creek Rd SPACE 165,  Fremont, CA 94555",3,2,1440,701468,94555,Fremont
2198000,1990,Single Family,Forced air,Other,3 spaces,"43841 Cameron Hills Dr,  Fremont, CA 94539",5,4,2844,1995017,94539,Fremont
1499000,2014,Single Family,Forced air,Central,2 spaces,"337 Grafton Ter,  Fremont, CA 94539",4,2,2105,1539489,94539,Fremont
148888,1973,Mobile / Manufactured,None,Other,1 space,"289 Winnipeg Ter,  Fremont, CA 94538",2,1,1044,541312,94538,Fremont
1059000,1944,Single Family,Forced air,None,1 space,"913 Allston Way,  Berkeley, CA 94710",3,1,998,1073099,94710,Berkeley
1250000,1910,Single Family,Other,None,Detached Garage,"2473 Prince St,  Berkeley, CA 94705",4,2,1692,1552013,94705,Berkeley
1999000,1914,Single Family,Forced air,None,1 space,"2951 Ashby Ave,  Berkeley, CA 94705",4,3,2752,2323388,94705,Berkeley
599000,1942,Single Family,Forced air,None,1 space,"1420 5th St,  Berkeley, CA 94710",3,3,1153,1143411,94710,Berkeley
1050000,1950,Condo,Other,None,No Data,"30 Domingo Ave APT 6,  Berkeley, CA 94705",2,2,1029,789409,94705,Berkeley
1050000,1950,Condo,Other,None,No Data,"30 Domingo Ave APT 5,  Berkeley, CA 94705",2,2,1029,789409,94705,Berkeley
1695000,1987,Multi Family,Other,Central,4 spaces,"1805 6th St,  Berkeley, CA 94710",8,4,3178,1578592,94710,Berkeley
1275000,1909,Multi Family,Forced air,Central,4 spaces,"2923 Martin Luther King Jr Way,  Berkeley, CA 94703",4,2,1732,1149921,94703,Berkeley
1050000,1950,Condo,Other,None,No Data,"30 Domingo Ave APT 4,  Berkeley, CA 94705",2,2,1029,970695,94705,Berkeley
1050000,1950,Condo,Other,None,No Data,"30 Domingo Ave APT 3,  Berkeley, CA 94705",2,1,1029,789005,94705,Berkeley
1000000,1950,Condo,None,None,On street,"30 Domingo Ave APT 2,  Berkeley, CA 94705",2,1,1029,821482,94705,Berkeley
885000,1926,Single Family,Forced air,Central,1 space,"1236 Neilson St,  Berkeley, CA 94706",2,1,1228,1179198,94706,Berkeley
899000,1913,Single Family,Forced air,None,Off street,"1117 Cowper St,  Berkeley, CA 94702",3,2,1307,890137,94702,Berkeley
1050000,1950,Condo,Other,Other,No Data,"30 Domingo Ave APT 1,  Berkeley, CA 94705",2,2,1029,789005,94705,Berkeley
206883,1995,Condo,None,None,No Data,"2029 Channing Way APT 3E,  Berkeley, CA 94704",2,1,790,682643,94704,Berkeley
795000,1925,Condo,Forced air,None,No Data,"1125 Hearst Ave,  Berkeley, CA 94702",2,2,850,649526,94702,Berkeley
1495000,1954,Single Family,Forced air,None,2 spaces,"771 San Diego Rd,  Berkeley, CA 94707",3,3,2205,1779716,94707,Berkeley
1400000,1955,Single Family,None,None,4 spaces,"1376 Grizzly Peak Blvd,  Berkeley, CA 94708",4,2,2037,1612840,94708,Berkeley
2200000,1915,Multi Family,Other,Central,1 space,"1825 Delaware St,  Berkeley, CA 94703",6,4,3394,1881102,94703,Berkeley
799000,1941,Multi Family,Other,Central,2 spaces,"1419 8th St,  Berkeley, CA 94710",3,2,1493,979799,94710,Berkeley
1995000,1924,Single Family,Forced air,None,Detached Garage,"765 San Luis Rd,  Berkeley, CA 94707",3,4,2240,2359580,94707,Berkeley
849000,1947,Multi Family,Other,Other,2 spaces,"1604 Belvedere Ave,  Berkeley, CA 94702",3,2,1282,1008827,94702,Berkeley
995000,1907,Single Family,Other,None,1 space,"2013 Essex St,  Berkeley, CA 94703",3,2,1641,1328970,94703,Berkeley
4395000,1941,Single Family,Forced air,Central,1 space,"1152 Miller Ave,  Berkeley, CA 94708",4,3,4011,4692421,94708,Berkeley
1695000,1923,Single Family,Forced air,None,1 space,"1100 The Alameda,  Berkeley, CA 94707",3,3,2770,2003453,94707,Berkeley
1140000,1939,Single Family,Forced air,None,1 space,"2131 Spaulding Ave,  Berkeley, CA 94703",2,2,1378,1501397,94703,Berkeley
1395000,1938,Single Family,Forced air,None,Carport,"99 Codornices Rd,  Berkeley, CA 94708",3,3,2387,1682097,94708,Berkeley
1295000,1918,Single Family,Forced air,Central,Off street,"2500 Prince St,  Berkeley, CA 94705",3,2,1536,1574260,94705,Berkeley
1349900,2002,Single Family,Forced air,Central,2 spaces,"4873 Landmark Way,  Dublin, CA 94568",4,2,2930,1282570,94568,Dublin
1099000,2016,Single Family,Forced air,Central,2 spaces,"4255 Trolan Ln,  Dublin, CA 94568",3,4,2446,1100787,94568,Dublin
738888,2007,Condo,Forced air,Central,2 spaces,"5501 De Marcus Blvd APT 264,  Dublin, CA 94568",3,2,1234,726213,94568,Dublin
1049000,1972,Single Family,Forced air,Other,2 spaces,"11484 Silvergate Dr,  Dublin, CA 94568",5,3,2260,1133793,94568,Dublin
899000,2018,Condo,Forced air,Central,2 spaces,"7129 Calistoga Ln,  Dublin, CA 94568",3,4,1962,863500,94568,Dublin
1075000,1964,Single Family,Forced air,Central,2 spaces,"11576 Manzanita Ln,  Dublin, CA 94568",4,3,1936,1112246,94568,Dublin
469000,2004,Condo,Forced air,Other,"Off street, Detached Garage","3245 Dublin Blvd APT 431,  Dublin, CA 94568",1,1,840,354093,94568,Dublin
839000,2012,Condo,None,Other,2 spaces,"6351 Monterey Way,  Dublin, CA 94568",3,4,2002,853518,94568,Dublin
1050000,2014,Single Family,None,Other,Attached Garage,"3227 Vittoria Loop,  Dublin, CA 94568",4,3,2070,997013,94568,Dublin
798000,1963,Single Family,Forced air,None,2 spaces,"7620 Ashford Way,  Dublin, CA 94568",4,2,1335,842092,94568,Dublin
459900,2007,Condo,Forced air,Central,1 space,"3385 Dublin Blvd UNIT 206,  Dublin, CA 94568",1,1,840,459910,94568,Dublin
975000,1988,Single Family,Forced air,Central,2 spaces,"7635 Turquoise St,  Dublin, CA 94568",4,3,2036,997322,94568,Dublin
1249000,1984,Single Family,Forced air,Central,2 spaces,"3669 Manchester St,  Pleasanton, CA 94588",4,3,2150,1231487,94588,Pleasanton
1788000,1985,Single Family,Forced air,Central,3 spaces,"3327 Sorrel Downs Ct,  Pleasanton, CA 94588",5,4,3407,1845900,94588,Pleasanton
499900,1991,Condo,Forced air,Central,1 space,"8185 Mountain View Dr APT F,  Pleasanton, CA 94588",1,1,790,525309,94588,Pleasanton
1150000,1943,Single Family,Forced air,Central,2 spaces,"500 E Angela St,  Pleasanton, CA 94566",3,2,1359,958814,94566,Pleasanton
1099900,2000,Single Family,Forced air,Central,2 spaces,"2729 Trevor Pkwy,  Pleasanton, CA 94588",3,3,1915,1119688,94588,Pleasanton
